Banks,Branch,Code,Country,Town,
ZB,Gweru,4537,ZIMBABWE,Gweru,
ZB,Harare Airport,4143,ZIMBABWE,Harare,
ZB,Head Office,4109,ZIMBABWE,Harare,
ZB,Highlands,4116,ZIMBABWE,Harare,
ZB,International Services,4185,ZIMBABWE,Harare,
ZB,Jason Moyo Street,4307,ZIMBABWE,Bulawayo,
ZB,Juliasdale,4527,ZIMBABWE,Juliasdale,
ZB,Kadoma,4558,ZIMBABWE,Kadoma,
ZB,Kwekwe,4556,ZIMBABWE,Kwekwe,
ZB,Marondera,4528,ZIMBABWE,Marondera,
ZB,Masvingo,4564,ZIMBABWE,Masvingo,
ZB,Mount Darwin,4566,ZIMBABWE,Mount Darwin,
ZB,Msasa,4134,ZIMBABWE,Harare,
ZB,Gutu,4561,ZIMBABWE,Gutu,
ZB,Murombedzi,4563,ZIMBABWE,Murombedzi,
ZB,Mutare,4532,ZIMBABWE,Mutare,
ZB,Plumtree,4511,ZIMBABWE,Bulawayo,
ZB,Rotten Row,4144,ZIMBABWE,Harare,
ZB,Samora Machel Avenue,4140,ZIMBABWE,Harare,
ZB,Sanyati,4560,ZIMBABWE,Sanyati,
ZB,Union Avenue,4125,ZIMBABWE,Harare,
ZB,Victoria Falls,4515,ZIMBABWE,Victoria Falls,
ZB,West End,4151,ZIMBABWE,Harare,
ZB,Angwa City,4127,ZIMBABWE,Harare,
ZB,Angwa Corporate,4169,ZIMBABWE,Harare,
ZB,Central Services,4148,ZIMBABWE,Harare,
ZB,Hwange,4567,ZIMBABWE,Hwange,
ZB,Maphisa,4505,ZIMBABWE,Bulawayo,
ZB,Triangle,4568,ZIMBABWE,Triangle,
ZB,Westgate,4135,ZIMBABWE,Harare,
ZB,Zvishavane,4569,ZIMBABWE,Zvishavane,
ZB,Nyanga,4529,ZIMBABWE,Nyanga,
ZB,Msasa Corporate,4136,Zimbabwe,Harare,Msasa
ZB,Harare Airport,4177,Zimbabwe,Harare,Harare Airport
ZB,Maphisa Agency,4184,Zimbabwe,Harare,Harare
ZB,Juliasdale Corporate,4544,Zimbabwe,Nyanga,Juliasdale
ZB,Maphisa Agency,4570,Zimbabwe,Bulawayo,Maphisa
ZB,Bindura Retail,4536,ZIMBABWE,Bindura,
ZB,Chiredzi Retail,4548,ZIMBABWE,Chiredzi,
ZB,PLUMTREE CORPORATE,4571,ZIMBABWE,Plumtree,
ZB,VICTORIA FALLS CORPORATE,4572,ZIMBABWE,Victoria Falls,
ZB,MARONDERA CORPORATE,4573,ZIMBABWE,Marondera,
ZB,MUTARE CORPORATE,4574,ZIMBABWE,Mutare,
ZB,GWERU CORPORATE,4575,ZIMBABWE,Gweru,
ZB,MWENEZANA CORPORATE,4576,ZIMBABWE,Mwenezana,
ZB,BEIT BRIDGE CORPORATE,4577,ZIMBABWE,Beitbridge,
ZB,KWEKWE CORPORATE,4578,ZIMBABWE,Kwekwe,
ZB,KADOMA CORPORATE,4579,ZIMBABWE,Kadoma,
ZB,SANYATI CORPORATE,4580,ZIMBABWE,Sanyati,
ZB,GUTU-MUPANDAWANA CORPORATE,4581,ZIMBABWE,Gutu,
ZB,MUROMBEDZI CORPORATE,4582,ZIMBABWE,Murombedzi,
ZB,MASVINGO CORPORATE,4583,ZIMBABWE,Masvingo,
ZB,CHINHOYI CORPORATE,4584,ZIMBABWE,Chinhoyi,
ZB,MOUNT DARWIN CORPORATE,4585,ZIMBABWE,Mount Darwin,
ZB,MJULIASDALE SUB CORPORATE,4586,ZIMBABWE,Nyanga,
ZB,HWANGE CORPORATE,4587,ZIMBABWE,Hwange,
ZB,TRIANGLE CORPORATE,4588,ZIMBABWE,Chiredzi,
ZB,NYANGA CORPORATE,4589,ZIMBABWE,Nyanga,
ZB,GWANDA CORPORATE,4590,ZIMBABWE,Gwanda,
ZB,ZVISHAVANE BRANCH CORPORATE,4591,ZIMBABWE,Zvishavane,
ZB,KARIBA CORPORATE,4593,ZIMBABWE,Kariba,
ZB,RUSAPE CORPORATE,4595,ZIMBABWE,Rusape,
ZB,BINDURA CORPORATE,4596,ZIMBABWE,Bindura,
ZB,NGEZI CORPORATE,4597,ZIMBABWE,Ngezi,
ZB,SHURUGWI BRANCH CORPORATE,4598,ZIMBABWE,Shurugwi,
ZB,COLLEN BAWN CORPORATE,4599,ZIMBABWE,Collen Bawn,
ZB,Rowan martin Retail,4122,ZIMBABWE,Harare,
ZB,Harare Airport Corporate,4147,ZIMBABWE,Harare,
ZB,Ruwa Retail,4152,ZIMBABWE,Harare,
ZB,First street Corporate,4158,ZIMBABWE,Harare,
ZB,Avondale Corporate,4159,ZIMBABWE,Harare,
ZB,Chisipite Corporate,4163,ZIMBABWE,Harare,
ZB,Msasa Corporate,4171,ZIMBABWE,Harare,
ZB,Rotten Row Coporate,4178,ZIMBABWE,Harare,
ZB,West End Corporate,4179,ZIMBABWE,Harare,
ZB,Ruwa Corporate,4183,ZIMBABWE,Harare,
ZB,E Class Banking Corporate,4187,ZIMBABWE,Harare,
ZB,Fife Street Corporate,4370,ZIMBABWE,Bulawayo,
ZB,Belmont Corporate,4371,ZIMBABWE,Bulawayo,
ZB,Jason moyo Corporate,4372,ZIMBABWE,Harare,
ZB,Checheche Branch Retail,4501,ZIMBABWE,Checheche,
ZB,Redcliffe Retail,4502,ZIMBABWE,Redcliff,
ZB,Karoi Retail,4503,ZIMBABWE,Karoi,
ZB,Shurugwi branch Retail,4506,ZIMBABWE,Shurugwi,
ZB,Mwenezana Branch,4507,ZIMBABWE,Mwenezana,
ZB,Kariba Retail,4508,ZIMBABWE,Kariba,
ZB,Retail Marketing,4117,ZIMBABWE,Harare,
ZB,Graniteside Corporate,4166,ZIMBABWE,Harare,
ZB,Borrowdale Corporate,4168,ZIMBABWE,Harare,
ZB,Samora Machel Corporate,4176,ZIMBABWE,Harare,
ZB,CHISIPITE AGRBUSINE,4121,ZIMBABWE,Harare,CHISIPITE AGRBUSINE
ZB,FIRST STREET MICROFI,4162,ZIMBABWE,Harare,FIRST STREET MICROFI
ZB,AVONDALE MICROFINANC,4170,ZIMBABWE,Harare,AVONDALE MICROFINANC
ZB,BORROWDALE MICROFINA,4181,ZIMBABWE,Harare,BORROWDALE MICROFINA
ZB,MSASA MICROFINANCE,4182,ZIMBABWE,Harare,MSASA MICROFINANCE
ZB,DOUGLAS ROAD MICROFI,4186,ZIMBABWE,Harare,DOUGLAS ROAD MICROFI
ZB,SIYASO AGENCY,4192,ZIMBABWE,Harare,SIYASO AGENCY
ZB,GAZALAND AGENCY,4193,ZIMBABWE,Harare,GAZALAND AGENCY
ZB,FIFE STREET AGRBUSI,4300,ZIMBABWE,Bulawayo,FIFE STREET AGRBUSI
ZB,BELMONT AGRBUSINESS,4306,ZIMBABWE,Bulawayo,BELMONT AGRBUSINESS
ZB,JASON MOYO AGRBUSIN,4310,ZIMBABWE,Bulawayo,JASON MOYO AGRBUSIN
ZB,JASON MOYO SMES,4381,ZIMBABWE,Bulawayo,JASON MOYO SMES
ZB,JASON MOYO MICROFINA,4382,ZIMBABWE,Bulawayo,JASON MOYO MICROFINA
ZB,FIFE STREET SMES,4384,ZIMBABWE,Bulawayo,FIFE STREET SMES
ZB,FIFE STREET MICROFIN,4385,ZIMBABWE,Bulawayo,FIFE STREET MICROFIN
ZB,BELMONT SMES,4386,ZIMBABWE,Bulawayo,BELMONT SMES
ZB,BELMONT MICROFINANCE,4387,ZIMBABWE,Bulawayo,BELMONT MICROFINANCE
ZB,GUTU-MUPANDAWANA AGR,4400,ZIMBABWE,Masvingo,GUTU-MUPANDAWANA AGR
ZB,GUTU-MUPANDAWANA SME,4401,ZIMBABWE,Masvingo,GUTU-MUPANDAWANA SME
ZB,GUTU-MUPANDAWANA MIC,4402,ZIMBABWE,Masvingo,GUTU-MUPANDAWANA MIC
ZB,MUROMBEDZI AGRBUSIN,4403,ZIMBABWE,Gutu,MUROMBEDZI AGRBUSINS
ZB,MUROMBEDZI SMES,4404,ZIMBABWE,Gutu,MUROMBEDZI SMES
ZB,MUROMBEDZI MICROFINA,4405,ZIMBABWE,Gutu,MUROMBEDZI MICROFINA
ZB,MASVINGO AGRBUSINES,4406,ZIMBABWE,Masvingo,MASVINGO AGRBUSINES
ZB,MASVINGO SMES,4407,ZIMBABWE,Masvingo,MASVINGO SMES
ZB,MASVINGO MICROFINANC,4408,ZIMBABWE,Masvingo,MASVINGO MICROFINANC
ZB,CHINHOYI MICROFINANC,4409,ZIMBABWE,Chinhoyi,CHINHOYI MICROFINANC
ZB,CHINHOYI SMES,4410,ZIMBABWE,Chinhoyi,CHINHOYI SMES
ZB,CHINHOYI MICROFINANC,4411,ZIMBABWE,Chinhoyi,CHINHOYI MICROFINANC
ZB,MOUNT DARWIN AGRBUS,4412,ZIMBABWE,Mount Darwin,MOUNT DARWIN AGRBUS
ZB,MOUNT DARWIN SMES,4413,ZIMBABWE,Mount Darwin,MOUNT DARWIN SMES
ZB,MOUNT DARWIN MICROFI,4414,ZIMBABWE,Mount Darwin,MOUNT DARWIN MICROFI
ZB,HWANGE AGRBUSINESS,4415,ZIMBABWE,Hwange,HWANGE AGRBUSINESS
ZB,HWANGE SMES,4416,ZIMBABWE,Hwange,HWANGE SMES
ZB,HWANGE MICROFINANCE,4417,ZIMBABWE,Hwange,HWANGE MICROFINANCE
ZB,TRIANGLE AGRBUSINES,4418,ZIMBABWE,Chiredzi,TRIANGLE AGRBUSINES
ZB,TRIANGLE SMES,4419,ZIMBABWE,Chiredzi,TRIANGLE SMES
ZB,TRIANGLE MICROFINANC,4420,ZIMBABWE,Chiredzi,TRIANGLE MICROFINANC
ZB,ZVISHAVANE AGRBUSIN,4421,ZIMBABWE,Zvishavane,ZVISHAVANE AGRBUSIN
ZB,ZVISHAVANE SMES,4422,ZIMBABWE,Zvishavane,ZVISHAVANE SMES
ZB,REDCLIFF SMES,4513,ZIMBABWE,Kwekwe,REDCLIFF SMES
ZB,KAROI AGRBUSINESS,4514,ZIMBABWE,Karoi,KAROI AGRBUSINESS
ZB,KAROI SMES,4516,ZIMBABWE,Karoi,KAROI SMES
ZB,KADOMA AGRBUSINESS,4517,ZIMBABWE,Kadoma,KADOMA AGRBUSINESS
ZB,SHURUGWI AGRBUSINES,4518,ZIMBABWE,Harare,SHURUGWI AGRBUSINES
ZB,SHURUGWI SMES,4519,ZIMBABWE,Harare,SHURUGWI SMES
ZB,KADOMA SMES,4520,ZIMBABWE,Kadoma,KADOMA SMES
ZB,MWENEZANA AGRBUSINE,4521,ZIMBABWE,Harare,MWENEZANA AGRBUSINE
ZB,MWENEZANA SMES,4522,ZIMBABWE,Harare,MWENEZANA SMES
ZB,SANYATI AGRBUSINESS,4523,ZIMBABWE,Harare,SANYATI AGRBUSINESS
ZB,KARIBA CORPORATE,4524,ZIMBABWE,Kariba,KARIBA CORPORATE
ZB,KARIBA AGRBUSINESS,4525,ZIMBABWE,Kariba,KARIBA AGRBUSINESS
ZB,KARIBA SMES,4526,ZIMBABWE,Kariba,KARIBA SMES
ZB,SANYATI SMES,4531,ZIMBABWE,Harare,SANYATI SMES
ZB,GWANDA AGRBUSINESS,4533,ZIMBABWE,Gwanda,GWANDA AGRBUSINESS
ZB,GWANDA SMES,4534,ZIMBABWE,Gwanda,GWANDA SMES
ZB,COLLEEN BAWN AGRBUS,4535,ZIMBABWE,Harare,COLLEEN BAWN AGRBUS
ZB,COLLEEN BAWN SMES,4538,ZIMBABWE,Harare,COLLEEN BAWN SMES
ZB,PLUMTREE AGRBUSINES,4539,ZIMBABWE,Plumtree,PLUMTREE AGRBUSINES
ZB,PLUMTREE SMES,4540,ZIMBABWE,Plumtree,PLUMTREE SMES
ZB,VICTORIA FALLS AGRB,4541,ZIMBABWE,Victoria falls,VICTORIA FALLS AGRB
ZB,VICTORIA FALLS SMES,4542,ZIMBABWE,Victoria falls,VICTORIA FALLS SMES
ZB,JULIASDALE AGRBUSIN,4543,ZIMBABWE,Harare,JULIASDALE AGRBUSIN
ZB,MARONDERA AGRBUSINE,4545,ZIMBABWE,Marondera,MARONDERA AGRBUSINE
ZB,RUSAPE AGRBUSINESS,4547,ZIMBABWE,Rusape,RUSAPE AGRBUSINESS
ZB,RUSAPE SMES,4549,ZIMBABWE,Rusape,RUSAPE SMES
ZB,BINDURA AGRBUSINESS,4553,ZIMBABWE,Bindura,BINDURA AGRBUSINESS
ZB,BINDURA SMES,4554,ZIMBABWE,Bindura,BINDURA SMES
ZB,GWERU SMES,4557,ZIMBABWE,Gweru,GWERU SMES
ZB,NGEZI AGRBUSINESS,4559,ZIMBABWE,Chegutu,NGEZI AGRBUSINESS
ZB,NGEZI SMES,4562,ZIMBABWE,Chegutu,NGEZI SMES
ZB,KWEKWE AGRBUSINESS,4592,ZIMBABWE,Kwekwe,KWEKWE AGRBUSINESS
ZB,KWEKWE SMES,4594,ZIMBABWE,Kwekwe,KWEKWE SMES
ZB,ZBBS MARONDERA,4613,ZIMBABWE,Marondera,ZBBS MARONDERA
ZB,ZBBS AVONDALE,4615,ZIMBABWE,Harare,ZBBS AVONDALE
ZB,ZBBS HWANGE,4633,ZIMBABWE,Hwngwe,ZBBS HWANGE
ZB,ZBBS PLUMTREE,4637,ZIMBABWE,Plumtree,ZBBS PLUMTREE
ZB,ZBBS MASVINGO,4640,ZIMBABWE,Masvingo,ZBBS MASVINGO
ZB,ZBBS ZVISHAVANE,4652,ZIMBABWE,Zvishavane,ZBBS ZVISHAVANE
ZB,ZBBS RUSAPE,4662,ZIMBABWE,Rusape,ZBBS RUSAPE
ZB,CHINHOYI UNVERSITY SATELITE BRANCH,4450,ZIMBABWE,Chinhoyi,CHINHOYI UNVERSITY SATELITE BRANCH
ZB,AVONDALE AGRBUSINES,4104,ZIMBABWE,Harare,AVONDALE AGRBUSINES
ZB,FIRST STREET AGRBUS,4107,ZIMBABWE,Harare,FIRST STREET AGRBUS
ZB,AVONDALE SMES,4111,ZIMBABWE,Harare,AVONDALE SMES
ZB,CHISIPITE SMES,4123,ZIMBABWE,Harare,CHISIPITE SMES
ZB,GRANITESIDE AGRBUSI,4124,ZIMBABWE,Harare,GRANITESIDE AGRBUSI
ZB,GRANITESIDE SMESBusi,4126,ZIMBABWE,Harare,GRANITESIDE SMESBusi
ZB,BORROWDALE AGRBUSIN,4128,ZIMBABWE,Harare,BORROWDALE AGRBUSIN
ZB,BORROWDALE SMES,4132,ZIMBABWE,Harare,BORROWDALE SMES
ZB,MSASA AGRBUSINESS,4133,ZIMBABWE,Harare,MSASA AGRBUSINESS
ZB,ROTTEN ROW AGRBUSIN,4137,ZIMBABWE,Harare,ROTTEN ROW AGRBUSIN
ZB,ROTTEN ROW SMES,4138,ZIMBABWE,Harare,ROTTEN ROW SMES
ZB,WEST END AGRBUSINES,4141,ZIMBABWE,Harare,WEST END AGRBUSINES
ZB,CENTRAL CASH DEPOT HRE,4146,ZIMBABWE,Harare,CENTRAL CASH DEPOT HRE
ZB,DOUGLAS ROAD AGRBUS,4150,ZIMBABWE,Harare,DOUGLAS ROAD AGRBUS
ZB,DOUGLAS ROAD SMES,4153,ZIMBABWE,Harare,DOUGLAS ROAD SMES
ZB,WEST END MICROFINANC,4155,ZIMBABWE,Harare,WEST END MICROFINANC
ZB,MUTARE AGRBUSINESS,4447,ZIMBABWE,Mutare,MUTARE AGRBUSINESS
ZB,JULIASDALE MICROFINA,4448,ZIMBABWE,Harare,JULIASDALE MICROFINA
ZB,ZVISHAVANE MICROFINA,4423,ZIMBABWE,Zvishavane,ZVISHAVANE MICROFINA
ZB,CHECHECHE CORPORATE,4424,ZIMBABWE,Chiredzi,CHECHECHE CORPORATE
ZB,CHECHECHE MICROFINAN,4425,ZIMBABWE,Chiredzi,CHECHECHE MICROFINAN
ZB,REDCLIFF CORPORATE,4426,ZIMBABWE,Kadoma,REDCLIFF CORPORATE
ZB,REDCLIFF MICROFINANC,4427,ZIMBABWE,Kadoma,REDCLIFF MICROFINANC
ZB,KAROI CORPORATE,4428,ZIMBABWE,Karoi,KAROI CORPORATE
ZB,KAROI MICROFINANCE,4429,ZIMBABWE,Karoi,KAROI MICROFINANCE
ZB,SHURUGWI MICROFINANC,4430,ZIMBABWE,Shurugwi,SHURUGWI MICROFINANC
ZB,KARIBA MICROFINANCE,4431,ZIMBABWE,Kariba,KARIBA MICROFINANCE
ZB,GWANDA MICROFINANCE,4432,ZIMBABWE,Gwanda,GWANDA MICROFINANCE
ZB,MWENEZANA MICROFINAN,4433,ZIMBABWE,Harare,MWENEZANA MICROFINAN
ZB,COLLEEN BAWN MICROFI,4434,ZIMBABWE,Harare,COLLEEN BAWN MICROFI
ZB,PLUMTREE MICROFINANC,4435,ZIMBABWE,Plumtree,PLUMTREE MICROFINANC
ZB,VICTORIA FALLS MICRO,4436,ZIMBABWE,Victoria Falls,VICTORIA FALLS MICRO
ZB,MARONDERA MICROFINAN,4437,ZIMBABWE,Marondera,MARONDERA MICROFINAN
ZB,RUSAPE MICROFINANCE,4438,ZIMBABWE,Mutare,RUSAPE MICROFINANCE
ZB,MUTARE MICROFINANCE,4439,ZIMBABWE,Mutare,MUTARE MICROFINANCE
ZB,BINDURA MICROFINANCE,4440,ZIMBABWE,Bindura,BINDURA MICROFINANCE
ZB,GWERU MICROFINANCE,4441,ZIMBABWE,Gweru,GWERU MICROFINANCE
ZB,NGEZI MICROFINANCE,4442,ZIMBABWE,Chegutu,NGEZI MICROFINANCE
ZB,KWEKWE MICROFINANCE,4444,ZIMBABWE,Kwekwe,KWEKWE MICROFINANCE
ZB,BEITBRIDGE MICROFINA,4443,ZIMBABWE,Beitbridge,BEITBRIDGE MICROFINA
ZB,KADOMA MICROFINANCE,4445,ZIMBABWE,Kadoma,KADOMA MICROFINANCE
ZB,SANYATI MICROFINANCE,4446,ZIMBABWE,Kwekwe,SANYATI MICROFINANCE
ZB,Kwekwe,4670,Zimbabwe,Kwekwe,Kwekwe
ZB,Gweru,4650,Zimbabwe,Gweru,Gweru
ZB,Bulawayo Main,4630,Zimbabwe,Bulawayo,Bulawayo Main
ZB,Chitungwiza,4644,Zimbabwe,Chitungwiza,Chutungwiza
ZB,Harare,4191,Zimbabwe,Harare,Harare
ZB,Shurugwi,4656,Zimbabwe,Shurugwi,Shurugwi
ZB,Bindura,4621,Zimbabwe,Bindura,Bindura
